params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
"{'n_estimators': 3346, 'criterion': 'log_loss', 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.9199999999999999,0.9774509803921569,0.9169142059564594,0.8649122807017544,0.8944099378881988,0.8811188811188811,0.9402985074626866,0.8289473684210527,0.7918807420299577,"[[81, 4], [13, 63]]",0.9584178498985801
