description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy,iteration
KNeighborsClassifier,0.8403866460888636,0.8400211453770966,0.84340268233449,0.8403866460888636,0.024542522430419923,1.2945005416870117,0.831948876857999,0.8322715404699739,0.834891381806734,0.8322715404699739,14
DecisionTreeClassifier,0.778490780602713,0.7784874745681913,0.778499794455698,0.778490780602713,5.75657057762146,0.0134765625,0.7769846022845063,0.7769886858137511,0.7770107849821715,0.7769886858137511,14
BaggingClassifier,0.8317764600763545,0.8317517495821071,0.832004668092083,0.8317764600763545,36.83015747070313,0.030392789840698244,0.8282431944169701,0.8282680591818974,0.8284468822320921,0.8282680591818974,14
RandomForestClassifier,0.8626431646495004,0.8624336718267706,0.8647630797602232,0.8626431646495004,28.171792650222777,0.12051444053649903,0.8579897350090121,0.8581723237597909,0.860068287129733,0.8581723237597909,14
ExtraTreesClassifier,0.866948257655755,0.8666998636252545,0.8695894124496574,0.866948257655755,4.721375560760498,0.1496513843536377,0.8594982628896641,0.8597737162750217,0.8626446798459521,0.8597737162750217,14
AdaBoostClassifier,0.781414994720169,0.7811034877814969,0.782936321540771,0.781414994720169,18.47905821800232,0.059066486358642575,0.7766138311519445,0.7768494342906876,0.7780608847162274,0.7768494342906876,14
GradientBoostingClassifier,0.8154495979205588,0.8150051167693793,0.8183878447477417,0.8154495979205588,94.55063910484314,0.021744823455810545,0.8110919024171265,0.8114186248912099,0.8136415787959512,0.8114186248912099,14
